id,name,position,shirt_number,team_id,team_side,substitute,captain,total_pass,accurate_pass,total_long_balls,accurate_long_balls,goal_assist,good_high_claim,saved_shots_from_inside_the_box,saves,minutes_played,touches,rating,possession_lost_ctrl,rating_original,rating_alternative,goals_prevented,match_id,total_cross,accurate_cross,aerial_lost,duel_lost,duel_won,dispossessed,on_target_scoring_attempt,goals,total_clearance,outfielder_block,interception_won,total_tackle,fouls,expected_goals,expected_assists,aerial_won,was_fouled,shot_off_target,challenge_lost,total_contest,won_contest,big_chance_created,clearance_off_line,key_pass,error_lead_to_a_shot,big_chance_missed,penalty_miss,blocked_scoring_attempt,penalty_save,punches,penalty_conceded,total_offside,total_keeper_sweeper,accurate_keeper_sweeper,hit_woodwork,last_man_tackle,own_goals,penalty_won,error_lead_to_a_goal
311396,Gastón Pereiro,M,11,2712,home,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888219,Junior Messias,F,10,2713,home,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356160,Vanja Milinković-Savić,G,32,2714,away,False,False,36.0,20.0,20.0,4.0,0.0,4.0,,1.0,90.0,50.0,7.2,17.0,7.2,7.1,0.1929,12504667,,,,,2.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,
886243,Sebastian Walukiewicz,D,4,2793,away,False,False,42.0,30.0,6.0,4.0,0.0,,,,90.0,53.0,7.0,15.0,7.0,7.2,,12504667,1.0,,1.0,4.0,4.0,,,,1.0,,,4.0,2.0,,0.0316239,,,,,1.0,,,,,,,,,,,,,,,,,,,
1089453,Saúl Coco,D,23,2696,away,False,False,42.0,33.0,5.0,2.0,0.0,,,,90.0,60.0,7.2,9.0,7.2,7.2,,12504667,,,3.0,5.0,6.0,,,,8.0,,2.0,2.0,3.0,,0.00726415,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
259995,Adam Masina,D,5,2696,away,False,False,59.0,47.0,7.0,3.0,0.0,,,,90.0,70.0,6.6,16.0,6.6,7.0,,12504667,,,2.0,7.0,7.0,2.0,,,1.0,,1.0,2.0,,,0.0157577,4.0,2.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
934409,Marcus Pedersen,M,16,2696,away,False,False,25.0,21.0,1.0,1.0,0.0,,,,81.0,43.0,6.4,14.0,6.4,6.3,,12504667,5.0,,4.0,8.0,2.0,1.0,,,2.0,,,,1.0,,0.00780283,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
930189,Samuele Ricci,M,28,2692,away,False,False,44.0,39.0,2.0,1.0,0.0,,,,90.0,58.0,7.1,9.0,7.1,7.2,,12504667,1.0,,1.0,5.0,6.0,2.0,,,,1.0,1.0,3.0,1.0,,0.0503801,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
189135,Karol Linetty,M,77,241802,away,False,True,31.0,26.0,2.0,2.0,0.0,,,,88.0,45.0,7.0,8.0,7.0,6.8,,12504667,,,1.0,8.0,7.0,1.0,1.0,,,,1.0,5.0,2.0,0.0575,0.0133085,1.0,,,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,
1030829,Gvidas Gineitis,M,66,2696,away,False,False,37.0,28.0,4.0,1.0,0.0,,,,90.0,62.0,7.5,17.0,7.5,7.4,,12504667,8.0,,1.0,3.0,8.0,,1.0,,,,,3.0,1.0,0.0997,0.150348,2.0,2.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
798147,Mërgim Vojvoda,M,27,2704,away,False,False,30.0,26.0,5.0,4.0,0.0,,,,69.0,52.0,6.9,9.0,6.9,6.6,,12504667,5.0,2.0,1.0,5.0,2.0,2.0,,,1.0,,,,2.0,0.2745,0.0929184,,1.0,1.0,,1.0,1.0,,,3.0,,1.0,,,,,,,,,1.0,,,,
773409,Che Adams,F,18,2696,away,False,False,16.0,10.0,,,0.0,,,,69.0,30.0,6.7,13.0,6.7,6.3,,12504667,3.0,2.0,1.0,6.0,1.0,2.0,,,,,,,1.0,0.0232,0.455563,,1.0,,,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,
333261,Antonio Sanabria,F,9,2696,away,False,False,11.0,7.0,,,0.0,,,,81.0,17.0,6.3,9.0,6.3,6.1,,12504667,,,6.0,8.0,1.0,1.0,,,1.0,,,,,,0.0174624,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
357584,Borna Sosa,D,24,7,away,True,False,11.0,7.0,2.0,,0.0,,,,21.0,18.0,6.5,5.0,6.5,6.6,,12504667,2.0,1.0,,,,,,,1.0,,,,1.0,,0.0173859,,,,,,,,,,,,,,,,,,,,,,,,
802149,Yann Karamoh,F,7,241802,away,True,False,4.0,2.0,,,0.0,,,,21.0,6.0,6.6,2.0,6.6,6.3,,12504667,,,,,,,,,,,,,,0.1142,0.0104992,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
233826,Valentino Lazaro,D,20,2696,away,True,False,2.0,2.0,,,0.0,,,,9.0,6.0,6.5,3.0,6.5,6.5,,12504667,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493157,Alieu Njie,F,92,2696,away,True,False,1.0,,,,0.0,,,,9.0,2.0,6.6,1.0,6.6,6.6,,12504667,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
139235,Adrien Tameze,M,61,2696,away,True,False,2.0,1.0,,,0.0,,,,8.0,4.0,6.7,2.0,6.7,6.5,,12504667,,,,1.0,,,1.0,,,,,,1.0,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,
259281,Alberto Paleari,G,1,2696,away,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125921,Antonio Donnarumma,G,17,2710,away,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339909,Guillermo Maripán,D,13,2696,away,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397347,Ali Dembele,D,21,2696,away,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397354,Marco Dalla Vecchia,M,84,43680,away,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357596,Nikola Vlašić,M,10,2696,away,True,False,,,,,,,,,,,,,,,,12504667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79645,Mattia Perin,G,1,2687,home,False,False,35.0,24.0,16.0,5.0,0.0,,,2.0,90.0,45.0,6.4,11.0,6.4,6.3,-1.3048,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124992,Danilo,D,6,5981,home,False,True,57.0,44.0,10.0,5.0,1.0,,,,90.0,75.0,6.9,18.0,6.9,7.0,,12504671,,,,3.0,5.0,1.0,,,2.0,,1.0,3.0,1.0,,0.127922,2.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
1128063,Federico Gatti,D,4,2687,home,False,False,30.0,29.0,1.0,1.0,0.0,,,,79.0,38.0,5.9,4.0,5.9,5.9,,12504671,,,1.0,6.0,3.0,1.0,,,1.0,,,1.0,3.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
965330,Pierre Kalulu,D,15,2687,home,False,False,72.0,66.0,2.0,2.0,0.0,,,,90.0,81.0,6.7,8.0,6.7,6.7,,12504671,,,1.0,2.0,4.0,,,,3.0,,,1.0,1.0,,0.0192575,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
917048,Andrea Cambiaso,D,27,2687,home,False,False,5.0,4.0,,,0.0,,,,13.0,6.0,6.7,1.0,6.7,6.7,,12504671,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363860,Manuel Locatelli,M,5,2687,home,False,False,42.0,29.0,5.0,1.0,0.0,,,,64.0,51.0,6.4,15.0,6.4,6.5,,12504671,,,,3.0,2.0,,,,3.0,,1.0,2.0,1.0,,0.0295074,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
901850,Nicolò Fagioli,M,21,2693,home,False,False,22.0,20.0,1.0,1.0,0.0,,,,64.0,32.0,6.9,4.0,6.9,6.9,,12504671,1.0,,1.0,1.0,4.0,,,,1.0,,,2.0,,0.2698,0.0231037,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
979222,Francisco Conceição,M,7,2687,home,False,False,24.0,19.0,,,0.0,,,,90.0,42.0,6.6,12.0,6.6,6.8,,12504671,1.0,,,8.0,8.0,1.0,,,,,,1.0,3.0,0.0432,0.0562949,,3.0,,2.0,6.0,4.0,,,1.0,,,,1.0,,,,,,,,,,,
803033,Teun Koopmeiners,M,8,2687,home,False,False,21.0,19.0,,,0.0,,,,90.0,42.0,7.8,10.0,7.8,7.8,,12504671,3.0,1.0,4.0,8.0,4.0,1.0,1.0,1.0,1.0,,,3.0,1.0,0.2645,0.325823,,,,1.0,2.0,1.0,,,5.0,,,,,,,,,,,,,,,
855810,Timothy Weah,M,22,1641,home,False,False,26.0,21.0,2.0,1.0,0.0,,,,79.0,44.0,6.1,11.0,6.1,6.2,,12504671,1.0,,,9.0,7.0,3.0,,,,1.0,,3.0,3.0,0.0188,0.0105735,1.0,2.0,,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,
832208,Dušan Vlahović,F,9,2687,home,False,False,16.0,10.0,,,1.0,,,,90.0,29.0,7.1,10.0,7.1,6.4,,12504671,3.0,,4.0,6.0,4.0,,1.0,,1.0,,,,1.0,0.2021,0.0248842,3.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,
1087749,Jonas Rouhi,D,40,2687,home,True,False,55.0,40.0,5.0,1.0,0.0,,,,77.0,74.0,6.3,19.0,6.3,5.8,,12504671,1.0,,,5.0,5.0,1.0,,,,,2.0,3.0,3.0,,0.00514338,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
904832,Khéphren Thuram,M,19,2687,home,True,False,11.0,8.0,1.0,,0.0,,,,26.0,17.0,6.6,4.0,6.6,6.6,,12504671,,,1.0,2.0,2.0,1.0,,,,,,1.0,,0.0992,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
1149011,Kenan Yıldız,F,10,2687,home,True,False,9.0,8.0,,,0.0,,,,26.0,19.0,6.9,4.0,6.9,6.9,,12504671,,,,2.0,4.0,,,,,,,1.0,1.0,,0.0254847,,2.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,
1010220,Nicolò Savona,D,37,2687,home,True,False,8.0,8.0,1.0,1.0,0.0,,,,11.0,13.0,6.7,1.0,6.7,6.9,,12504671,,,,1.0,2.0,,,,,,1.0,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
1100836,Samuel Mbangula,F,51,2534,home,True,False,6.0,5.0,,,0.0,,,,11.0,9.0,7.4,2.0,7.4,7.5,,12504671,,,1.0,1.0,,,1.0,1.0,,,1.0,,,0.1153,0.00924764,,,,,,,,,,,,,,,,,,,,,,,,
46420,Carlo Pinsoglio,G,23,2687,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844609,Michele Di Gregorio,G,29,2687,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466133,Filippo Pagnucco,D,46,294884,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910423,Niccolò Rizzo,D,47,42729,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149288,Vasilije Adžić,M,17,2687,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526401,Augusto Owusu,M,43,294884,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533725,Diego Pugno,F,44,294884,home,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44906,Łukasz Skorupski,G,1,2685,away,False,False,28.0,14.0,21.0,8.0,0.0,1.0,1.0,1.0,90.0,36.0,6.4,14.0,6.4,6.4,-0.2081,12504671,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
965264,Emil Holm,D,2,2685,away,False,False,35.0,31.0,2.0,2.0,1.0,,,,83.0,60.0,7.4,7.0,7.4,6.9,,12504671,,,1.0,5.0,6.0,,,,3.0,,1.0,3.0,2.0,,0.0993747,2.0,,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,
898815,Sam Beukema,D,31,2714,away,False,False,60.0,49.0,11.0,6.0,0.0,,,,90.0,71.0,7.0,12.0,7.0,7.0,,12504671,,,,1.0,5.0,1.0,,,3.0,1.0,3.0,,,,0.0309492,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
818481,Jhon Lucumí,D,26,2685,away,False,False,44.0,41.0,8.0,6.0,0.0,,,,90.0,57.0,7.1,3.0,7.1,6.7,,12504671,,,3.0,5.0,3.0,,,,4.0,2.0,2.0,1.0,2.0,0.0378,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
855829,Juan Miranda,D,33,2685,away,False,False,36.0,23.0,7.0,2.0,0.0,,,,90.0,61.0,6.5,19.0,6.5,6.2,,12504671,6.0,2.0,,4.0,5.0,1.0,,,1.0,,1.0,1.0,2.0,0.0534,0.0829135,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
115516,Remo Freuler,M,8,2685,away,False,True,45.0,37.0,5.0,2.0,0.0,,,,90.0,57.0,6.7,9.0,6.7,6.5,,12504671,,,1.0,4.0,2.0,1.0,,,2.0,,5.0,1.0,1.0,,0.0106339,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
928796,Tommaso Pobega,M,18,2685,away,False,False,22.0,18.0,2.0,,0.0,,,,80.0,35.0,7.7,5.0,7.7,8.2,,12504671,1.0,,1.0,2.0,8.0,,1.0,1.0,1.0,,1.0,5.0,,0.5987,,1.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
944327,Dan Ndoye,M,11,14,away,False,False,29.0,27.0,,,0.0,,,,90.0,65.0,7.2,17.0,7.2,7.9,,12504671,2.0,,,11.0,10.0,6.0,1.0,1.0,,,1.0,2.0,,0.1702,0.016138,,6.0,1.0,1.0,6.0,2.0,,,,,,,1.0,,,,,,,1.0,,,,
826064,Jens Odgaard,M,21,2685,away,False,False,12.0,9.0,,,0.0,,,,60.0,20.0,6.3,8.0,6.3,6.2,,12504671,4.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,,0.0766103,,,,,,,,,,,,,,,,,,,,,,,,
1162611,Benjamín Domínguez,M,30,2685,away,False,False,17.0,13.0,,,0.0,,,,84.0,34.0,7.0,8.0,7.0,6.7,,12504671,,,1.0,5.0,5.0,1.0,2.0,,,,,1.0,,0.0463,0.0254181,,1.0,,1.0,5.0,3.0,,,1.0,,,,,,,,,,,,,,,
1116577,Santiago Castro,F,9,2685,away,False,False,17.0,14.0,3.0,3.0,1.0,,,,80.0,27.0,7.5,6.0,7.5,6.6,,12504671,,,,5.0,4.0,2.0,,,,,,1.0,3.0,0.0225,0.300179,1.0,2.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,
1067204,Giovanni Fabbian,M,80,2685,away,True,False,6.0,1.0,,,0.0,,,,30.0,15.0,6.5,7.0,6.5,6.4,,12504671,,,1.0,2.0,5.0,1.0,,,,,1.0,1.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
814882,Nikola Moro,M,6,2685,away,True,False,4.0,3.0,,,0.0,,,,10.0,8.0,6.5,1.0,6.5,6.5,,12504671,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
905381,Thijs Dallinga,F,24,2685,away,True,False,4.0,2.0,,,0.0,,,,10.0,7.0,6.4,3.0,6.4,6.4,,12504671,,,1.0,3.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
355486,Stefan Posch,D,3,2685,away,True,False,5.0,1.0,4.0,,0.0,,,,11.0,12.0,6.2,6.0,6.2,6.1,,12504671,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
996919,Samuel Iling Junior,F,14,40,away,True,False,4.0,2.0,,,0.0,,,,11.0,6.0,6.5,3.0,6.5,6.4,,12504671,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
850952,Federico Ravaglia,G,34,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085555,Nicola Bagnolini,G,23,2782,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789234,Martin Erlić,D,5,1289,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862697,Nicolò Casale,D,15,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14718,Lorenzo De Silvestri,D,29,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012383,Kacper Urbański,M,82,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137366,Tommaso Corazza,D,16,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907152,Lewis Ferguson,M,19,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834597,Jesper Karlsson,F,10,2685,away,True,False,,,,,,,,,,,,,,,,12504671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793986,Mile Svilar,G,99,2702,home,False,False,30.0,22.0,12.0,4.0,0.0,,,,90.0,32.0,6.5,8.0,6.5,6.4,-0.0118,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611210,Gianluca Mancini,D,23,2702,home,False,True,57.0,47.0,6.0,2.0,0.0,,,,90.0,62.0,7.5,11.0,7.5,7.6,,12504659,1.0,,3.0,3.0,4.0,,1.0,1.0,1.0,,,1.0,,0.0525,0.0188758,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,
16632,Mats Hummels,D,15,241802,home,False,False,55.0,49.0,5.0,3.0,0.0,,,,81.0,71.0,7.7,6.0,7.7,7.9,,12504659,,,,,12.0,,,,3.0,,1.0,8.0,,,0.0105443,2.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
848287,Evan Ndicka,D,5,2702,home,False,False,60.0,54.0,3.0,,0.0,,,,90.0,72.0,7.2,8.0,7.2,6.7,,12504659,,,1.0,2.0,6.0,,,,3.0,,3.0,,1.0,0.0573,0.00773645,6.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
893008,Zeki Çelik,M,19,2702,home,False,False,5.0,5.0,,,0.0,,,,23.0,13.0,6.8,1.0,6.8,6.8,,12504659,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,0.0472395,,,,,,,,,1.0,,,,,,,,,,,,,,,
255389,Leandro Paredes,M,16,3202,home,False,False,92.0,83.0,13.0,10.0,0.0,,,,90.0,108.0,8.3,13.0,8.3,8.0,,12504659,5.0,2.0,,1.0,5.0,,1.0,,1.0,,1.0,4.0,,0.029,0.302899,,1.0,1.0,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,
974087,Manu Koné,M,17,2702,home,False,False,42.0,40.0,,,0.0,,,,90.0,65.0,7.2,8.0,7.2,7.8,,12504659,,,2.0,12.0,8.0,1.0,1.0,1.0,,,2.0,3.0,2.0,0.4098,0.0275958,1.0,3.0,,4.0,4.0,1.0,,,,,,,4.0,,,,1.0,,,,,,,
848355,Angeliño,M,3,2702,home,False,False,40.0,28.0,5.0,1.0,0.0,,,,90.0,59.0,6.7,16.0,6.7,6.7,,12504659,2.0,,,,4.0,,,,,,,2.0,,0.0164,0.0182028,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
256219,Paulo Dybala,F,21,2702,home,False,False,49.0,42.0,3.0,2.0,0.0,,,,90.0,71.0,6.8,16.0,6.8,7.1,,12504659,2.0,1.0,2.0,8.0,6.0,2.0,2.0,,,,,,,0.4329,0.415541,1.0,4.0,3.0,1.0,4.0,1.0,,,4.0,,2.0,,,,,,2.0,,,,,,,
901891,Alexis Saelemaekers,F,56,2692,home,False,False,23.0,19.0,2.0,2.0,0.0,,,,56.0,36.0,7.3,10.0,7.3,7.3,,12504659,,,,3.0,3.0,1.0,2.0,1.0,,,,,1.0,0.6333,0.0347059,,2.0,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,
45925,Stephan El Shaarawy,F,92,2702,home,False,False,37.0,37.0,2.0,2.0,2.0,,,,80.0,54.0,8.2,9.0,8.2,8.3,,12504659,3.0,1.0,1.0,5.0,3.0,1.0,,,,,,1.0,,0.0437,0.559866,,,1.0,1.0,4.0,2.0,,,3.0,,,,1.0,,,,,,,,,,,
966849,Saud Abdulhamid,D,12,1648,home,True,False,29.0,27.0,1.0,,1.0,,,,67.0,46.0,6.8,4.0,6.8,6.3,,12504659,2.0,1.0,1.0,2.0,5.0,,,,,,1.0,2.0,1.0,,0.134072,,2.0,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,
1175821,Niccolò Pisilli,M,61,2702,home,True,False,8.0,7.0,2.0,1.0,1.0,,,,34.0,14.0,7.9,1.0,7.9,8.8,,12504659,,,,1.0,2.0,,2.0,1.0,,,,1.0,,0.2235,0.0315261,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
984184,Nicola Zalewski,M,59,2697,home,True,False,3.0,3.0,,,0.0,,,,10.0,4.0,6.5,,6.5,6.6,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353130,Mario Hermoso,D,22,2702,home,True,False,5.0,5.0,,,0.0,,,,9.0,7.0,6.7,,6.7,6.7,,12504659,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
134029,Mathew Ryan,G,98,4741,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524396,Renato Bellucci Marin,G,89,1644,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993101,Samuel Dahl,D,26,3006,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542721,Buba Sangare,D,66,2702,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984014,Enzo Le Fée,M,28,41,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012172,Tommaso Baldanzi,M,35,2702,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555540,Lorenzo Pellegrini,M,7,2702,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792283,Eldor Shomurodov,F,14,3086,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082406,Matías Soulé,F,18,2702,home,True,False,,,,,,,,,,,,,,,,12504659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256667,Wladimiro Falcone,G,30,2689,away,False,False,34.0,16.0,25.0,7.0,0.0,,3.0,4.0,90.0,40.0,5.9,18.0,5.9,6.2,-0.7515,12504659,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786175,Federico Baschirotto,D,6,2761,away,False,True,41.0,36.0,5.0,2.0,0.0,,,,90.0,55.0,6.5,7.0,6.5,6.5,,12504659,1.0,,1.0,2.0,6.0,,,,4.0,,,3.0,1.0,,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
1090374,Kialonda Gaspar,D,4,2689,away,False,False,51.0,45.0,4.0,3.0,0.0,,,,88.0,61.0,6.3,7.0,6.3,6.0,,12504659,,,1.0,2.0,5.0,,,,2.0,1.0,1.0,2.0,1.0,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
1392819,Gaby Jean,D,19,2689,away,False,False,30.0,27.0,1.0,1.0,0.0,,,,65.0,37.0,6.6,4.0,6.6,6.9,,12504659,,,,1.0,2.0,,,,2.0,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
372430,Frédéric Guilbert,M,12,2689,away,False,False,20.0,15.0,1.0,1.0,0.0,,,,90.0,50.0,7.0,8.0,7.0,7.5,,12504659,1.0,1.0,2.0,5.0,6.0,,,,3.0,2.0,1.0,4.0,,,0.0156807,,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,
804621,Lassana Coulibaly,M,29,2689,away,False,False,18.0,15.0,,,0.0,,,,65.0,27.0,6.6,6.0,6.6,6.5,,12504659,,,1.0,8.0,3.0,1.0,,,,,1.0,1.0,3.0,,0.00630741,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,
841977,Ylber Ramadani,M,20,2689,away,False,False,16.0,11.0,1.0,,0.0,,,,45.0,19.0,6.5,6.0,6.5,6.4,,12504659,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1397168,Patrick Dorgu,M,13,35,away,False,False,29.0,25.0,3.0,2.0,0.0,,,,90.0,56.0,5.5,13.0,5.5,5.6,,12504659,3.0,,,7.0,1.0,3.0,,,3.0,,1.0,,2.0,,0.0165121,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0
857772,Hamza Rafia,F,8,2689,away,False,False,17.0,15.0,1.0,,0.0,,,,45.0,28.0,6.5,8.0,6.5,6.6,,12504659,1.0,,,6.0,4.0,2.0,,,,,,1.0,2.0,,0.0127417,,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
839156,Nikola Krstović,F,9,2689,away,False,False,20.0,16.0,,,0.0,,,,90.0,42.0,7.0,15.0,7.0,6.7,,12504659,,,8.0,15.0,2.0,2.0,1.0,1.0,,2.0,,,,0.7884,0.0176725,,1.0,,,6.0,1.0,,1.0,,,,,,,,,,,,,,,,
152769,Ante Rebić,F,3,2036,away,False,False,10.0,6.0,1.0,,0.0,,,,45.0,20.0,6.4,11.0,6.4,6.6,,12504659,1.0,,,3.0,3.0,2.0,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
