id,name,position,shirt_number,team_id,team_side,substitute,captain,total_pass,accurate_pass,total_long_balls,accurate_long_balls,goal_assist,good_high_claim,saved_shots_from_inside_the_box,saves,minutes_played,touches,rating,possession_lost_ctrl,rating_original,rating_alternative,goals_prevented,match_id,total_cross,accurate_cross,aerial_lost,duel_lost,duel_won,dispossessed,on_target_scoring_attempt,goals,total_clearance,outfielder_block,interception_won,total_tackle,fouls,expected_goals,expected_assists,aerial_won,was_fouled,shot_off_target,challenge_lost,total_contest,won_contest,big_chance_created,clearance_off_line,key_pass,error_lead_to_a_shot,big_chance_missed,penalty_miss,blocked_scoring_attempt,penalty_save,punches,penalty_conceded,total_offside,total_keeper_sweeper,accurate_keeper_sweeper,hit_woodwork,last_man_tackle,own_goals,penalty_won,error_lead_to_a_goal
37151,Henrikh Mkhitaryan,M,22,2697,home,False,False,70.0,62.0,5.0,5.0,0.0,,,,77.0,81.0,7.6,12.0,7.6,7.5,,12499319,3.0,,1.0,1.0,3.0,,,,,,1.0,2.0,,0.0382,0.119097,,,,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
284361,Federico Dimarco,M,32,2697,home,False,False,58.0,53.0,2.0,1.0,0.0,,,,90.0,87.0,7.3,22.0,7.3,6.0,,12499319,17.0,3.0,,1.0,1.0,,1.0,,1.0,,,1.0,,0.2683,0.0828861,,,2.0,,1.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,
791702,Marcus Thuram,F,9,2697,home,False,False,13.0,7.0,,,0.0,,,,68.0,26.0,9.5,9.0,9.5,10.0,,12499319,,,1.0,3.0,3.0,,3.0,3.0,,,,1.0,,0.5528,0.11783,1.0,1.0,1.0,,2.0,,1.0,,2.0,,,,1.0,,,,,,,,,,,
823984,Lautaro Martínez,F,10,2697,home,False,True,19.0,18.0,,,0.0,,,,90.0,39.0,6.5,8.0,6.5,6.9,,12499319,2.0,,1.0,3.0,6.0,2.0,1.0,,,,,4.0,,0.3626,0.0123619,1.0,,2.0,,1.0,1.0,,,1.0,,2.0,,3.0,,,,,,,,,,,
787505,Benjamin Pavard,D,28,2697,home,True,False,45.0,43.0,2.0,1.0,0.0,,,,45.0,56.0,7.4,4.0,7.4,6.6,,12499319,2.0,1.0,1.0,1.0,2.0,,,,1.0,,1.0,2.0,,0.0314,0.0933287,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,
759520,Denzel Dumfries,D,2,2697,home,True,False,8.0,7.0,1.0,1.0,0.0,,,,22.0,19.0,6.3,6.0,6.3,6.3,,12499319,2.0,,1.0,4.0,2.0,,,,,,,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
812533,Mehdi Taremi,F,99,2697,home,True,False,5.0,4.0,,,0.0,,,,22.0,13.0,6.0,3.0,6.0,6.4,,12499319,,,2.0,2.0,2.0,,2.0,,,,,1.0,,0.7845,,,,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,
138605,Piotr Zieliński,M,7,2697,home,True,False,8.0,8.0,,,0.0,,,,13.0,12.0,6.9,,6.9,6.7,,12499319,,,,,2.0,,1.0,,1.0,,,,,0.0557,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
91046,Stefan de Vrij,D,6,2697,home,True,False,13.0,13.0,,,0.0,,,,8.0,13.0,6.3,,6.3,6.3,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845291,Josep Martínez,G,13,2697,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301162,Raffaele Di Gennaro,G,12,2697,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929199,Carlos Augusto,D,30,2697,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173598,Tomás Palacios,D,42,2697,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996820,Kristjan Asllani,M,21,2697,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21927,Marko Arnautović,F,8,5149,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249929,Joaquín Correa,F,11,1958,home,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356160,Vanja Milinković-Savić,G,32,2714,away,False,False,32.0,18.0,23.0,9.0,0.0,1.0,4.0,5.0,90.0,42.0,6.7,14.0,6.7,6.5,0.2551,12499319,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886243,Sebastian Walukiewicz,D,4,2793,away,False,False,21.0,14.0,8.0,3.0,0.0,,,,90.0,32.0,6.3,8.0,6.3,6.2,,12499319,,,,1.0,2.0,,,,7.0,,2.0,,1.0,,0.00795551,2.0,,,,,,,,,,,,,,,,,,,,,,,
339909,Guillermo Maripán,D,13,2696,away,False,False,8.0,8.0,1.0,1.0,0.0,,,,20.0,9.0,3.5,,3.5,3.9,,12499319,,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1089453,Saúl Coco,D,23,2696,away,False,False,19.0,14.0,,,0.0,,,,90.0,32.0,6.5,5.0,6.5,6.0,,12499319,,,,1.0,4.0,,1.0,,6.0,1.0,1.0,,1.0,0.0204,,3.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
934409,Marcus Pedersen,M,16,2696,away,False,False,14.0,9.0,2.0,,0.0,,,,90.0,31.0,6.2,10.0,6.2,6.5,,12499319,2.0,1.0,1.0,3.0,3.0,1.0,,,3.0,,,1.0,,,0.0100663,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,
930189,Samuele Ricci,M,28,2692,away,False,False,16.0,9.0,2.0,1.0,0.0,,,,84.0,27.0,6.3,11.0,6.3,6.1,,12499319,1.0,,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,,,,0.0154,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
189135,Karol Linetty,M,77,241802,away,False,False,16.0,10.0,,,0.0,,,,90.0,35.0,6.6,8.0,6.6,6.7,,12499319,,,2.0,4.0,6.0,,,,4.0,1.0,1.0,3.0,1.0,,,,1.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,
1030829,Gvidas Gineitis,M,66,2696,away,False,False,14.0,9.0,1.0,,1.0,,,,62.0,28.0,7.1,8.0,7.1,6.6,,12499319,,,1.0,5.0,,2.0,1.0,,5.0,1.0,1.0,,1.0,0.0418,0.258275,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,
233826,Valentino Lazaro,M,20,2696,away,False,False,9.0,8.0,1.0,,0.0,,,,62.0,19.0,6.4,3.0,6.4,6.2,,12499319,,,,3.0,1.0,,,,3.0,,,,2.0,0.071,0.00547707,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
773409,Che Adams,F,18,2696,away,False,False,6.0,3.0,,,0.0,,,,32.0,9.0,6.5,5.0,6.5,6.5,,12499319,,,1.0,3.0,2.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
38162,Duván Zapata,F,91,2696,away,False,True,11.0,9.0,1.0,1.0,0.0,,,,84.0,32.0,7.1,8.0,7.1,7.8,,12499319,,,6.0,12.0,6.0,1.0,1.0,1.0,5.0,,1.0,1.0,2.0,0.6719,0.00695728,4.0,1.0,,,3.0,,,,,,,,1.0,,,,1.0,,,,,,,
259995,Adam Masina,D,5,2696,away,True,False,9.0,6.0,,,0.0,,,,58.0,25.0,7.6,3.0,7.6,7.3,,12499319,,,,1.0,4.0,,,,6.0,4.0,,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,
798147,Mërgim Vojvoda,D,27,2704,away,True,False,6.0,5.0,,,0.0,,,,28.0,11.0,6.5,4.0,6.5,6.7,,12499319,2.0,,1.0,3.0,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
877371,Ivan Ilić,M,8,2696,away,True,False,5.0,3.0,1.0,1.0,0.0,,,,28.0,11.0,6.4,6.0,6.4,6.5,,12499319,1.0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
357596,Nikola Vlašić,M,10,2696,away,True,False,1.0,1.0,,,0.0,,,,13.0,2.0,7.1,,7.1,6.8,,12499319,,,,1.0,,,1.0,1.0,,,,,,0.7884,,,,,1.0,,,,,,,,,,,,,,,,,,,,
802149,Yann Karamoh,F,7,241802,away,True,False,1.0,1.0,,,0.0,,,,13.0,2.0,6.5,,6.5,6.6,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259281,Alberto Paleari,G,1,2696,away,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125921,Antonio Donnarumma,G,17,2710,away,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357584,Borna Sosa,D,24,7,away,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397347,Ali Dembele,D,21,2696,away,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139235,Adrien Tameze,M,61,2696,away,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333261,Antonio Sanabria,F,9,2696,away,True,False,,,,,,,,,,,,,,,,12499319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844609,Michele Di Gregorio,G,29,2687,home,False,False,35.0,29.0,10.0,4.0,0.0,3.0,,1.0,90.0,45.0,7.0,6.0,7.0,6.6,-0.0054999999999999,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010220,Nicolò Savona,D,37,2687,home,False,False,64.0,63.0,5.0,4.0,0.0,,,,70.0,76.0,7.2,4.0,7.2,7.3,,12499320,,,,2.0,2.0,1.0,2.0,,,,,1.0,1.0,0.1752,0.0487714,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
1128063,Federico Gatti,D,4,2687,home,False,True,57.0,55.0,,,0.0,,,,90.0,70.0,7.3,2.0,7.3,6.9,,12499320,,,3.0,3.0,5.0,,1.0,,2.0,2.0,1.0,,,0.0788,,3.0,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,
965330,Pierre Kalulu,D,15,2687,home,False,False,116.0,111.0,5.0,3.0,0.0,,,,90.0,122.0,7.1,5.0,7.1,7.2,,12499320,,,2.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,0.0108099,2.0,,,,,,,,,,,,,,,,,,,,,,,
917048,Andrea Cambiaso,D,27,2687,home,False,False,68.0,65.0,1.0,,0.0,,,,90.0,84.0,6.8,7.0,6.8,6.9,,12499320,3.0,,1.0,2.0,5.0,,,,1.0,,,3.0,1.0,,0.0357856,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
904832,Khéphren Thuram,M,19,2687,home,False,False,57.0,53.0,1.0,,0.0,,,,62.0,66.0,7.0,7.0,7.0,7.2,,12499320,1.0,,,2.0,4.0,,,,2.0,,1.0,,1.0,0.0162,0.0745282,2.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
363860,Manuel Locatelli,M,5,2687,home,False,False,63.0,60.0,,,0.0,,,,62.0,70.0,7.3,4.0,7.3,7.4,,12499320,,,,3.0,4.0,,,,1.0,,,3.0,2.0,,0.0919346,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
979222,Francisco Conceição,M,7,2687,home,False,False,33.0,29.0,,,0.0,,,,89.0,57.0,7.7,11.0,7.7,8.0,,12499320,7.0,1.0,,2.0,11.0,,2.0,,,,,2.0,2.0,0.0736,0.55564,,5.0,,1.0,4.0,4.0,1.0,,3.0,,,,1.0,,,,,,,,,,,
803033,Teun Koopmeiners,M,8,2687,home,False,False,27.0,21.0,,,0.0,,,,45.0,42.0,7.4,13.0,7.4,6.6,,12499320,6.0,2.0,,2.0,4.0,1.0,1.0,,,,,3.0,,0.1861,0.0479378,1.0,,1.0,1.0,,,,,3.0,,,,1.0,,,,,,,,,,,
1100836,Samuel Mbangula,M,51,2534,home,False,False,35.0,34.0,1.0,1.0,0.0,,,,77.0,47.0,7.0,5.0,7.0,6.9,,12499320,1.0,,1.0,4.0,3.0,1.0,,,,,,3.0,,0.0731,0.0639395,,,1.0,,2.0,,,,2.0,,,,,,,,,,,,,,,
832208,Dušan Vlahović,F,9,2687,home,False,False,19.0,16.0,,,0.0,,,,90.0,33.0,6.7,7.0,6.7,6.1,,12499320,,,3.0,6.0,3.0,1.0,2.0,1.0,1.0,,,,3.0,1.8103,0.24647,1.0,1.0,2.0,,1.0,1.0,1.0,,3.0,,3.0,,2.0,,,,,,,,,,,
901850,Nicolò Fagioli,M,21,2693,home,True,False,41.0,39.0,3.0,3.0,0.0,,,,45.0,50.0,7.4,7.0,7.4,6.8,,12499320,4.0,,,,2.0,,,,,,,1.0,,0.0357,0.107312,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,
867887,Douglas Luiz,M,26,2687,home,True,False,38.0,35.0,1.0,1.0,0.0,,,,28.0,41.0,6.4,4.0,6.4,6.1,,12499320,,,1.0,4.0,,,1.0,,,,,,2.0,0.0282,0.0370106,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
881931,Weston McKennie,M,16,2687,home,True,False,22.0,19.0,,,0.0,,,,28.0,24.0,6.5,5.0,6.5,6.9,,12499320,1.0,,,1.0,1.0,,,,,,,,,,0.174651,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
124992,Danilo,D,6,5981,home,True,False,15.0,14.0,3.0,3.0,0.0,,,,20.0,20.0,6.9,2.0,6.9,7.0,,12499320,1.0,1.0,,,,,,,,,1.0,,,,0.341733,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
1149011,Kenan Yıldız,F,10,2687,home,True,False,14.0,11.0,1.0,,0.0,,,,13.0,20.0,7.0,4.0,7.0,7.0,,12499320,1.0,,,,3.0,,,,,,,1.0,,,0.0508825,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
79645,Mattia Perin,G,1,2687,home,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46420,Carlo Pinsoglio,G,23,2687,home,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988037,Juan Cabal,D,32,2687,home,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087749,Jonas Rouhi,D,40,2687,home,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284349,Simone Scuffet,G,22,2737,away,False,False,20.0,11.0,12.0,3.0,0.0,,6.0,8.0,90.0,32.0,8.4,9.0,8.4,7.6,0.8235,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927304,Gabriele Zappa,D,28,2719,away,False,False,27.0,21.0,1.0,1.0,0.0,,,,90.0,46.0,6.7,12.0,6.7,6.7,,12499320,2.0,,1.0,4.0,2.0,,,,4.0,,1.0,1.0,,,0.029801,1.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
360396,Yerry Mina,D,26,2719,away,False,False,38.0,36.0,1.0,1.0,0.0,,,,90.0,47.0,7.0,2.0,7.0,7.5,,12499320,,,,,4.0,,,,3.0,2.0,,,,,0.0106965,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
352736,Sebastiano Luperto,D,6,2719,away,False,False,23.0,20.0,4.0,1.0,0.0,,,,90.0,33.0,6.3,3.0,6.3,6.6,,12499320,,,,2.0,3.0,,,,7.0,,1.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,
964153,Adam Obert,D,33,2719,away,False,False,19.0,14.0,2.0,1.0,0.0,,,,90.0,43.0,7.0,9.0,7.0,6.8,,12499320,,,3.0,8.0,4.0,,,,6.0,1.0,2.0,2.0,3.0,0.034,0.0176328,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,
928777,Michel Ndary Adopo,M,8,2719,away,False,False,15.0,13.0,,,0.0,,,,77.0,28.0,6.8,6.0,6.8,6.6,,12499320,1.0,1.0,1.0,5.0,5.0,3.0,,,,,2.0,2.0,,,0.0240994,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
920391,Antoine Makoumbou,M,29,3053,away,False,False,18.0,16.0,2.0,2.0,0.0,,,,65.0,25.0,6.6,4.0,6.6,6.4,,12499320,1.0,,1.0,4.0,1.0,1.0,,,,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
928104,Nadir Zortea,M,19,2719,away,False,False,16.0,13.0,,,0.0,,,,76.0,37.0,6.5,14.0,6.5,6.6,,12499320,6.0,2.0,,4.0,4.0,2.0,,,1.0,,1.0,2.0,,,0.0169398,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,
21608,Nicolas Viola,M,10,241802,away,False,True,10.0,4.0,2.0,1.0,0.0,,,,57.0,21.0,6.5,12.0,6.5,6.1,,12499320,4.0,1.0,2.0,4.0,,,1.0,,1.0,,,,,0.015,0.09539,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
596736,Tommaso Augello,M,3,2715,away,False,False,13.0,11.0,1.0,1.0,0.0,,,,57.0,23.0,6.4,8.0,6.4,6.7,,12499320,3.0,,,5.0,1.0,3.0,,,1.0,1.0,,,1.0,,0.0997162,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
958982,Roberto Piccoli,F,91,2719,away,False,False,9.0,9.0,,,0.0,,,,90.0,19.0,7.0,3.0,7.0,6.9,,12499320,,,4.0,7.0,3.0,2.0,,,1.0,,,,2.0,0.1754,,2.0,1.0,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,
902019,Gianluca Gaetano,M,70,2719,away,True,False,10.0,6.0,2.0,,0.0,,,,33.0,17.0,6.9,7.0,6.9,6.7,,12499320,2.0,,1.0,1.0,3.0,,,,,,,1.0,,,0.0206415,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
1000150,Zito Luvumbo,F,77,2719,away,True,False,6.0,4.0,,,0.0,,,,33.0,13.0,6.7,6.0,6.7,6.7,,12499320,1.0,,,4.0,3.0,1.0,,,,,,,,0.077,0.0114357,1.0,1.0,,3.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
279563,Răzvan Marin,M,18,3250,away,True,False,9.0,8.0,2.0,2.0,0.0,,,,25.0,17.0,7.2,4.0,7.2,7.1,,12499320,2.0,,,1.0,,,1.0,1.0,2.0,,,,,0.8137,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
1471569,Kingstone Mutandwa,F,80,2049,away,True,False,3.0,1.0,,,0.0,,,,14.0,4.0,6.6,3.0,6.6,6.6,,12499320,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
328109,Alessandro Deiola,M,14,2719,away,True,False,4.0,3.0,,,0.0,,,,13.0,5.0,6.5,1.0,6.5,6.7,,12499320,,,,1.0,,,,,1.0,,,,1.0,,0.279437,,,,,,,,,,,,,,,,,,,,,,,,
992605,Giuseppe Ciocci,G,1,2719,away,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363380,Alen Sherri,G,71,2801,away,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79680,José Luis Palomino,D,24,3210,away,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111640,Matteo Prati,M,16,2719,away,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383314,Paulo Azzi,D,37,2729,away,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975811,Mattia Felici,F,97,2719,away,True,False,,,,,,,,,,,,,,,,12499320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850952,Federico Ravaglia,G,34,2685,home,False,False,26.0,23.0,4.0,1.0,0.0,1.0,,2.0,90.0,34.0,7.3,3.0,7.3,7.2,0.2368,12499316,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
965264,Emil Holm,D,2,2685,home,False,False,61.0,47.0,8.0,,0.0,,,,90.0,93.0,7.4,27.0,7.4,7.9,,12499316,6.0,2.0,1.0,6.0,9.0,1.0,,,1.0,1.0,,4.0,1.0,,0.0869682,3.0,1.0,,2.0,3.0,1.0,,,2.0,,,,,,,,,,,,,,,
898815,Sam Beukema,D,31,2714,home,False,True,84.0,76.0,5.0,2.0,0.0,,,,90.0,94.0,7.3,9.0,7.3,7.3,,12499316,,,3.0,5.0,4.0,,,,,2.0,1.0,1.0,1.0,0.0336,0.027426,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
789234,Martin Erlić,D,5,1289,home,False,False,76.0,71.0,3.0,2.0,0.0,,,,90.0,90.0,7.9,5.0,7.9,7.9,,12499316,,,1.0,2.0,10.0,,,,1.0,1.0,1.0,1.0,1.0,0.1359,0.0156088,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,
98212,Charalampos Lykogiannis,D,22,2685,home,False,False,43.0,40.0,3.0,3.0,0.0,,,,78.0,65.0,7.4,10.0,7.4,6.9,,12499316,10.0,4.0,1.0,2.0,3.0,,,,2.0,,,1.0,1.0,,0.167937,1.0,,,,1.0,1.0,,,4.0,,,,,,,,2.0,,,,,,,
850891,Michel Aebischer,M,20,2737,home,False,False,10.0,10.0,1.0,1.0,0.0,,,,45.0,18.0,6.7,2.0,6.7,6.7,,12499316,2.0,2.0,2.0,4.0,2.0,2.0,,,1.0,,1.0,,,,0.140266,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
115516,Remo Freuler,M,8,2685,home,False,False,83.0,71.0,8.0,3.0,0.0,,,,90.0,100.0,7.7,14.0,7.7,7.4,,12499316,1.0,,1.0,2.0,7.0,,,,,,,6.0,1.0,,0.203729,1.0,,,,,,,,4.0,1.0,,,,,,,1.0,,,,,,,
814882,Nikola Moro,M,6,2685,home,False,False,33.0,28.0,5.0,4.0,0.0,,,,62.0,40.0,7.1,6.0,7.1,7.1,,12499316,,,,2.0,1.0,,,,1.0,2.0,,,2.0,,0.0270514,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,
793645,Riccardo Orsolini,F,7,2685,home,False,False,16.0,11.0,1.0,1.0,0.0,,,,45.0,31.0,6.7,11.0,6.7,6.8,,12499316,3.0,,,2.0,4.0,1.0,,,1.0,,1.0,,,0.0757,0.00547189,,3.0,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,
1116577,Santiago Castro,F,9,2685,home,False,False,13.0,9.0,,,0.0,,,,90.0,27.0,6.9,10.0,6.9,6.6,,12499316,1.0,,2.0,5.0,4.0,1.0,2.0,,1.0,,,2.0,2.0,0.0758,0.0229969,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
944327,Dan Ndoye,F,11,14,home,False,False,32.0,25.0,3.0,2.0,0.0,,,,78.0,45.0,6.9,14.0,6.9,6.5,,12499316,1.0,,1.0,9.0,3.0,,1.0,,,,,,4.0,0.1525,0.0505592,,1.0,,3.0,3.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,
1067204,Giovanni Fabbian,M,80,2685,home,True,False,9.0,8.0,,,0.0,,,,45.0,18.0,6.8,4.0,6.8,6.4,,12499316,1.0,,3.0,5.0,2.0,1.0,,,,,,2.0,1.0,0.1198,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
996919,Samuel Iling Junior,F,14,40,home,True,False,40.0,33.0,2.0,2.0,0.0,,,,45.0,52.0,7.0,14.0,7.0,6.5,,12499316,4.0,,1.0,3.0,1.0,,,,,,,,1.0,0.0944,0.0443986,,,2.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,
1012383,Kacper Urbański,M,82,2685,home,True,False,24.0,22.0,,,0.0,,,,28.0,29.0,7.1,4.0,7.1,6.8,,12499316,1.0,,1.0,1.0,1.0,,,,,,,,,0.0894,0.0373348,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
855829,Juan Miranda,D,33,2685,home,True,False,13.0,12.0,1.0,1.0,0.0,,,,12.0,17.0,6.8,3.0,6.8,6.9,,12499316,1.0,,,,3.0,,,,,,,1.0,,,0.00700043,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
834597,Jesper Karlsson,F,10,2685,home,True,False,7.0,7.0,,,0.0,,,,12.0,13.0,6.7,2.0,6.7,6.6,,12499316,1.0,1.0,,1.0,1.0,1.0,,,,,,,,0.0179,0.026005,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,
1085555,Nicola Bagnolini,G,23,2782,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44906,Łukasz Skorupski,G,1,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355486,Stefan Posch,D,3,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862697,Nicolò Casale,D,15,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14718,Lorenzo De Silvestri,D,29,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826064,Jens Odgaard,F,21,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137366,Tommaso Corazza,D,16,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162611,Benjamín Domínguez,F,30,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905381,Thijs Dallinga,F,24,2685,home,True,False,,,,,,,,,,,,,,,,12499316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905351,Zion Suzuki,G,31,2690,away,False,False,46.0,18.0,36.0,8.0,0.0,2.0,2.0,3.0,90.0,56.0,7.4,29.0,7.4,6.9,0.3072,12499316,,,,,1.0,,,,,,,,,,0.0110082,1.0,,,,,,,,,,,,,,,,,,,,,,,
